"","symbol","log2FC","pvalue","padj","statistic","baseMean"
"1","NM_001265595.2",-43.1035913726762,2.5542732498764e-23,4.35120448116444e-19,-9.94872789158268,17.8076322864591
"2","NM_016588.3",1.30873822842829,7.48188412510163e-11,6.37269480355531e-07,6.51066498555015,111.97068089851
"3","NM_004052.3",1.55320630268511,3.35575220728236e-10,1.90550796170183e-06,6.28138257196732,143.972987272871
"4","NM_001313945.2",23.574398118258,3.2053725481435e-09,1.36508803394061e-05,5.92071893986803,46.751053929591
"5","NM_182943.3",1.41731977321034,1.34689832750154e-08,4.58888260179775e-05,5.68000623414164,198.837191216635
"6","NM_000291.4",0.906100887541236,2.44394933402269e-08,6.93877948417942e-05,5.57721841746602,557.363659355835
"7","NM_001349859.1",3.17377772930438,5.31948541571311e-08,0.000104707002317206,5.44028683662637,39.0126602410747
"8","NM_005566.4",1.19229120641488,4.9715547607831e-08,0.000104707002317206,5.45232478765619,1058.16526239851
"9","NM_003155.3",2.0914787344125,5.53192263489786e-08,0.000104707002317206,5.43330663015331,28.0283095120813
"10","NM_001317955.2",0.990552883656812,7.89224306763636e-08,0.000134444360657185,5.36957495354217,80.4400125628789
"11","NM_013332.4",2.10557957797903,2.31392076727991e-07,0.000358342184278303,5.17216906296772,90.4349475148209
"12","NM_006472.6",0.676026673103917,3.81841552024028e-07,0.000542055903227443,5.07779440661258,218.722204916486
"13","NM_005542.6",0.734523228818562,8.23844300638636e-07,0.00107955289702917,4.92963253436149,98.7600851487863
"14","NM_001369145.1",0.806393417411988,1.55256885011378e-06,0.00188914359726344,4.80434762393593,138.562826072751
"15","NM_183376.3",0.531479916990868,3.02645232046331e-06,0.00343704101860616,4.66901639282388,239.452891975189
"16","NM_002966.3",0.4955077299196,3.95689117226214e-06,0.00360566483190764,4.61363391478874,268.382291532151
"17","NM_002629.4",0.389860752598387,3.54340333158555e-06,0.00360566483190764,4.63651042424906,786.845034124039
"18","NM_001975.3",0.588747988365368,4.02158096896067e-06,0.00360566483190764,4.61026392033262,190.872507792608
"19","NM_001204868.2",6.09401116127787,3.83392347316608e-06,0.00360566483190764,4.62018807311457,24.7236271378991
