"","symbol","log2FC","pvalue","padj","statistic","baseMean"
"1","NM_016588.3",1.13502288082995,2.0553785886889e-08,0.00067151273871055,5.60727423328513,111.97068089851
"2","NM_004052.3",1.31748185131666,1.149002528349e-07,0.00187695308018451,5.30142817441971,143.972987272871
"3","NM_000291.4",0.847184004197551,1.87701563359781e-07,0.0020441325921758,5.21112239397093,557.363659355835
"4","NM_019058.4",0.709905424257895,4.94103655164446e-06,0.040357151294694,4.56727582314852,333.835025870412
"5","NM_005566.4",0.978704384271648,7.74766227445513e-06,0.0449530464657154,4.47204084899564,1058.16526239851
"6","NM_013332.4",1.82162956718808,8.25558687503572e-06,0.0449530464657154,4.45844631102177,90.4349475148209
"7","NM_002629.4",0.362246712614483,1.67110781007535e-05,0.0558168083804648,4.30483428262506,786.845034124039
"8","NM_000365.6",0.461550525529778,1.87929629391544e-05,0.0558168083804648,4.27876917065417,1357.23928037804
"9","NM_003670.3",0.773004349503713,1.49416730948547e-05,0.0558168083804648,4.32954648269351,85.8620879770584
"10","NM_182943.3",1.07875724611485,1.71209825423496e-05,0.0558168083804648,4.29946640486384,198.837191216635
"11","NM_006096.4",0.590496071167264,1.72441437222227e-05,0.0558168083804648,4.29787747130317,278.631680310436
"12","NM_003155.3",1.66520536589702,2.16024314484301e-05,0.0588144198209717,4.24765022002586,28.0283095120813
"13","NM_001308116.2",-5.76619919891786,3.8191545560572e-05,0.0959812296161113,-4.11815641172584,6.0675646796647
"14","NM_002654.6",0.483476226501867,6.05375629005092e-05,0.14127305125161,4.01070557908082,1433.77828332941
"15","NM_001428.5",0.390514184449541,0.000145733785367063,0.317417900115155,3.79822877090912,4228.21650523716
"16","NM_001349859.1",2.16427715510935,0.000265542891021675,0.542221987035571,3.64678406665654,39.0126602410747
"17","NM_021127.3",-0.303982015064012,0.000297375577977625,0.571503382829822,-3.61757551920365,799.720650067241
"18","NM_006079.5",0.626458212330748,0.000364078192806884,0.660822146510761,3.56484001819885,76.9586405924559
"19","NM_005542.6",0.537867520488495,0.000389744002520575,0.670175068755248,3.54693279239687,98.7600851487863
"20","NM_004331.3",0.744913603001916,0.000530092139344358,0.865932014225976,3.4650706817954,56.2611121497675
"21","NM_001005221.2",0,1,1,0,0.0537867411227739
"22","NM_001005277.1",0,1,1,0,0.0537867411227739
"23","NM_015658.4",-0.183687066443071,0.570640552986283,1,-0.56710837533374,160.537930870618
"24","NM_198317.3",-0.272602564402584,0.686642934099279,1,-0.403415026733741,15.5589011728569
"25","NM_032129.3",-0.0467241304749885,0.990502728406888,1,-0.0119033458444007,0.412097194167844
"26","NM_001160184.2",-0.448954174518058,0.822522065921684,1,-0.224302326655092,0.527601824459147
"27","NM_001367552.1",-1.9105082164039,0.791785984061721,1,-0.263992128693509,0.255821938878039
"28","NM_001291367.2",0,1,1,0,0.0266316858717332
"29","NM_001291366.2",0.915048079150282,0.899717200123637,1,0.126018601459145,0.0287856225222498
"30","NM_001142467.2",-0.756766305617656,0.202967921698542,1,-1.27314125532463,65.695152430791
"31","NM_021170.4",-0.435649829879091,0.682993261425183,1,-0.408381979337516,23.1198453715826
"32","NM_005101.4",-0.764562999285509,0.423054872996406,1,-0.801132621083871,171.943905744661
"33","NM_198576.4",-0.317816943950905,0.641536976732802,1,-0.465550925770013,24.9730180218082
"34","NM_001305275.2",-0.824959600698476,0.368118763568601,1,-0.900002794455516,6.1149927405733
"35","NM_001364727.2",-1.00849459640893,0.889538756437941,1,-0.138887869953864,0.0568199452157577
"36","NM_001205252.2",0.368077543887638,0.764487849458737,1,0.299592704785775,1.15491483054069
"37","NM_001330306.2",-0.0428132857023926,0.964391542348518,1,-0.044643408254707,2.502081552944
"38","NM_001363525.2",-0.394879641061912,0.798075054738006,1,-0.255839133921448,1.1574982183014
"39","NM_017891.5",-0.617487364951224,0.604476351310997,1,-0.517974083948684,2.64663139149864
"40","NM_148901.2",0.915048079150282,0.899717200123637,1,0.126018601459145,0.0287856225222498
"41","NM_080605.4",-0.14028009827685,0.629310712968115,1,-0.482697254468714,20.5067213035508
"42","NM_001014980.3",-0.744115143685194,0.452325396874748,1,-0.751543890403337,1.96433590817332
"43","NM_194315.2",-0.278597714191845,0.718819667381881,1,-0.360036728516563,4.87938682146044
"44","NM_058167.3",-0.0430024284247699,0.873925192991069,1,-0.158674673467714,35.4522848102366
"45","NM_194457.2",-3.64640941536426,0.040746297768884,1,-2.04610239145732,2.10615690665072
"46","NM_001130413.4",-0.281497172880114,0.665636184276896,1,-0.432144788276264,14.362308435841
"47","NM_030649.3",-0.340797527731979,0.518609441499499,1,-0.645490393793611,25.4461152154361
"48","NM_153339.3",-0.531154505571709,0.434555121057028,1,-0.781420664708069,42.2522553044438
"49","NM_017871.6",-0.182256174526619,0.630477287418203,1,-0.481055171702985,68.8941606118965
"50","NM_001256463.2",-0.229784457406264,0.822153732761053,1,-0.224775749099805,4.81780998442598
"51","NM_001029885.2",-0.250346123301079,0.677334680780269,1,-0.416102937170082,7.63648551828745
"52","NM_152228.3",-0.0467232586293222,0.994865940108522,1,-0.00643463424735968,0.169584521731755
"53","NM_001330311.2",-0.818096361306036,0.421294609218937,1,-0.80417726099572,11.4648462442545
"54","NM_004421.3",-0.140259545844278,0.833561888740794,1,-0.210135538759689,11.3873607696768
"55","NM_001282585.1",-0.127226244220648,0.776809899605813,1,-0.283478709949774,9.04232838138314
"56","NM_032348.4",0.393235746891021,0.555808459847872,1,0.589078731774863,3.84983299335503
"57","NM_001282583.2",-0.387184555003877,0.5272339064108,1,-0.632234117817103,4.13619007973669
"58","NM_001127229.2",-1.32270985373033,0.355994953448259,1,-0.923023510286269,3.08355854581079
"59","NM_001127230.2",-0.948736823466008,0.895699787560534,1,-0.131095466325101,0.249431409391819
"60","NM_017900.3",-0.294696996157049,0.511890843642208,1,-0.655896308365,132.4163777468
"61","NM_001350497.1",-0.260052119474067,0.46297047343105,1,-0.733964337628244,31.0083610998543
"62","NM_001350499.2",-0.0453262112075045,0.945448326523393,1,-0.0684237372396087,5.66456849431916
"63","NM_001350498.2",-0.535269837718161,0.836947262546751,1,-0.205799844659439,4.03901760757686
"64","NM_001320153.3",-0.184639230955026,0.329740759968003,1,-0.974636180696208,81.6790355091511
"65","NM_001320155.3",-0.0467243202699611,0.986187388773168,1,-0.0173124056955676,0.442564716349694
"66","NM_030937.6",0.471150047231223,0.57463904419849,1,0.5612325086478,2.57163620722593
"67","NM_001318485.2",-0.0645908178462982,0.797059450121632,1,-0.257154573452961,29.9493393146209
"68","NM_017971.4",-0.0938522943121109,0.48566424993554,1,-0.697221397575515,207.012426677217
"69","NM_001243535.2",-1.33902554320736,0.721465055910744,1,-0.356501463995992,0.536677548733183
"70","NM_001243536.2",-0.04822303728734,0.976971736855971,1,-0.0288656558581904,0.903572432447957
"71","NM_001146685.1",-0.0467232586293227,0.994865940108522,1,-0.00643463424735975,0.0577770747117324
"72","NM_199121.3",0,1,1,0,0.0794006266394782
"73","NM_022834.5",-0.363675921004089,0.834526544659868,1,-0.208899691929837,0.62159623167344
"74","NM_001039211.3",-0.0459181039500115,0.957476688868914,1,-0.0533203216847119,2.36162704923149
"75","NM_031921.6",-0.392852998792526,0.75681456226652,1,-0.309666523895922,1.56797343623556
"76","NM_001317238.2",-0.142387153016414,0.749735532909749,1,-0.318988104877378,16.3495639011661
"77","NM_001170535.3",-0.36281121453489,0.59623241076354,1,-0.529826239336152,52.7265861210979
"78","NM_018188.5",-0.709255237037034,0.730446300988889,1,-0.344531912068464,1.18793028321551
"79","NM_001114748.2",-0.0153603776615448,0.997319234239068,1,-0.00335984794831509,0.309054579924494
"80","NM_014188.3",-0.089003176111837,0.451505915985008,1,-0.75290680933661,211.239844380433
"81","NM_001242659.2",-0.190946216133059,0.83152579912827,1,-0.212745084703052,7.67588584632353
"82","NM_001170688.1",-1.53486929310296,0.831490264355332,1,-0.212790640513195,0.225759012104991
"83","NM_001170687.2",-0.766197679093879,0.40419285464359,1,-0.834156403394992,10.049159568792
"84","NM_001170686.2",0.963452688882873,0.626477202175746,1,0.486691172080563,0.613783201383259
"85","NM_080875.3",-0.11804365965926,0.964356938957127,1,-0.0446868204558218,3.46158356395831
"86","NM_001170689.2",-0.0120999977787052,0.997804380655794,1,-0.00275180423722583,0.623216586174586
"87","NM_006983.2",-0.433618831624683,0.832282050846444,1,-0.211775669597949,0.677487283441766
"88","NM_033489.3",-0.145862143400034,0.682869685190851,1,-0.408550333841988,15.3568204583403
"89","NM_001787.3",-0.34443431491635,0.625517614258643,1,-0.488045498222323,4.80720459482822
"90","NM_033486.3",0.0544770885408602,0.888348442923676,1,0.140394323122753,27.5509394474591
"91","NM_033490.3",-0.331071921514289,0.733957070977452,1,-0.339866492901538,4.56571167789886
"92","NM_033487.3",-0.0244645932701776,0.946150003981886,1,-0.0675422803744218,17.4685619718772
"93","NM_001291345.2",-0.19464733086913,0.700620561355241,1,-0.384482908410016,9.1689097918631
"94","NM_001290264.2",0.0433956536600029,0.929902627782103,1,0.0879673483084029,9.2161833862981
"95","NM_001110781.3",0.108604333669013,0.592924883727209,1,0.534602313206861,43.240536081123
"96","NM_024011.4",-0.306355107254471,0.463939467401658,1,-0.732375403325942,13.9429878876602
"97","NM_001313982.2",-0.0519195203736254,0.944180319403557,1,-0.0700167605284649,3.22460410296392
"98","NM_001313896.2",0.185772921815929,0.863584096221439,1,0.171813570806142,1.14651492093136
"99","NM_033529.4",0.101688396074539,0.872927127593749,1,0.159941537369154,6.54345862103183
"100","NM_001198995.1",-0.50224216819767,0.286803417419275,1,-1.06516025172568,8.9449681747251
"101","NM_001353642.2",1.27657997067317,0.074282703268764,1,1.78486816636178,4.05152354190968
"102","NM_023018.5",-1.44456981116475,0.460441811649834,1,-0.738119538501855,2.53220837065202
"103","NM_001198993.2",-0.175328739275274,0.601620873943969,1,-0.522071033261118,60.5996642868597
"104","NM_001198994.2",-0.182868728922401,0.743816057723109,1,-0.326804100645571,5.28895991485441
"105","NM_002074.5",0.0447242082172142,0.597813522367935,1,0.527547381138655,335.533875362684
"106","NM_001330313.2",0.919787450892796,0.778560091945403,1,0.281195974619591,0.444228458879836
"107","NM_138705.4",-1.02679421601586,0.53049579642265,1,-0.627249353669507,0.886099187217879
"108","NM_178545.4",-0.0477443377183409,0.959284157612825,1,-0.0510519082850859,1.91801381568353
"109","NM_001304360.2",-0.0468900272459581,0.972980635241525,1,-0.0338702266624725,0.75000262217096
"110","NM_000815.5",-0.364925939089629,0.756126170825082,1,-0.310571796358458,1.08256562983472
"111","NM_002744.6",-0.0551019572662946,0.786848047948031,1,-0.270405839715447,49.1037489169646
"112","NM_003036.4",-0.0439216579871275,0.868296781869773,1,-0.16582231822857,42.6462939964537
"113","NM_024848.3",-0.587064158331583,0.63522562552789,1,-0.474384666302739,3.45658085671555
"114","NM_001301060.2",0.30211898690499,0.474924627527789,1,0.714489369101667,10.7575621023383
"115","NM_007033.5",-0.0966749515993609,0.563668982832563,1,-0.577400431426385,65.2325173018249
"116","NM_018216.4",-0.121403698754583,0.690802748288072,1,-0.397765909801821,31.9173118335565
"117","NM_001195741.3",0,1,1,0,0.111747449003376
"118","NM_001195740.3",-2.52022795830173,0.725925080858983,1,-0.350551189007372,0.38609872538286
